ARO Accession	Name	Model ID	Model Type	Pathogen	NCBI Plasmid	NCBI WGS	NCBI Chromosome	Criteria	ARO Categories
ARO:3004072	OpmB	2716	protein homolog model	Pseudomonas aeruginosa	0	38.68	52.34	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004072	OpmB	2716	protein homolog model	Pseudomonas aeruginosa	0	99.42	100	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004072	OpmB	2716	protein homolog model	Vibrio vulnificus	0	0.68	0	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004072	OpmB	2716	protein homolog model	Pseudomonas fluorescens	0	35.96	0	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004072	OpmB	2716	protein homolog model	Pseudomonas fluorescens	0	92	3.7	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004073	MuxA	2717	protein homolog model	Pseudomonas aeruginosa	0	9.84	23.36	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004073	MuxA	2717	protein homolog model	Pseudomonas fluorescens	0	91.75	3.7	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004073	MuxA	2717	protein homolog model	Pseudomonas fluorescens	0	8.67	0	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004073	MuxA	2717	protein homolog model	Pseudomonas aeruginosa	0	99.12	100	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Pseudomonas fluorescens	0	58.7	3.7	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Pseudomonas aeruginosa	0	99.32	100	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Pseudomonas aeruginosa	0	63.57	83.64	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Klebsiella pneumoniae	0	0.04	0	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Salmonella enterica	0	0.01	0	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004074	MuxB	2718	protein homolog model	Pseudomonas fluorescens	0	91.93	3.7	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004075	MuxC	2720	protein homolog model	Pseudomonas fluorescens	0	91.93	3.7	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004075	MuxC	2720	protein homolog model	Pseudomonas fluorescens	0	59.25	0	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004075	MuxC	2720	protein homolog model	Pseudomonas aeruginosa	0	99.32	100	perfect_strict	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004075	MuxC	2720	protein homolog model	Pseudomonas aeruginosa	0	65.9	61.21	perfect	aminocoumarin antibiotic; antibiotic efflux; macrolide antibiotic; monobactam; tetracycline antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Enterococcus faecalis	0	1.94	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Staphylococcus aureus	0	0.1	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Salmonella enterica	0	0.29	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Salmonella enterica	0	0.3	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Escherichia coli	0	0.29	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Escherichia coli	0.01	0.31	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Klebsiella pneumoniae	0	0.02	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Enterococcus faecalis	0	1.42	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Listeria monocytogenes	0	0.04	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Proteus mirabilis	0	1.72	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Proteus mirabilis	0	1.72	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Enterococcus faecium	0	0.64	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Enterococcus faecium	0	3.25	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Serratia marcescens	0	0.23	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Serratia marcescens	0	0.23	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Providencia rettgeri	0	7.69	0	perfect	antibiotic inactivation; lincosamide antibiotic
ARO:3004085	lnuG	2749	protein homolog model	Providencia rettgeri	0	7.69	0	perfect_strict	antibiotic inactivation; lincosamide antibiotic
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Mycobacteroides abscessus	0	0.12	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Citrobacter freundii	1.16	3.88	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Burkholderia pseudomallei	0	0.07	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Enterobacter asburiae	0	9.38	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Pseudomonas fluorescens	0	1.46	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Providencia rettgeri	0	30.77	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Providencia stuartii	0	15.38	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Acinetobacter nosocomialis	0	2	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Enterobacter hormaechei	2.7	11.09	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Enterobacter kobei	0	3.12	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Enterobacter cloacae	1.3	6.09	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Shigella flexneri	0	10.13	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Pseudomonas stutzeri	0	10.45	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Shigella sonnei	0	2.2	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Vibrio cholerae	0	1.18	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Klebsiella oxytoca	5	7.48	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Serratia marcescens	1.64	4.84	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Proteus mirabilis	7.41	5.17	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Klebsiella aerogenes	0	1.79	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Listeria monocytogenes	0	0.04	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Pseudomonas aeruginosa	0	0.78	5.61	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Klebsiella pneumoniae	0.44	5.76	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Escherichia coli	0.15	1.4	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Salmonella enterica	0.59	2.27	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004089	ANT(3'')-IIa	2752	protein homolog model	Acinetobacter baumannii	0.29	0.85	0.64	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004092	HMB-1 beta-lactamase	2753	protein homolog model	Pseudomonas aeruginosa	0	0.1	0	perfect_strict	antibiotic inactivation; carbapenem
ARO:3004090	ANT(3'')-IIb	2754	protein homolog model	Acinetobacter baumannii	0	0.18	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004091	ANT(3'')-IIc	2755	protein homolog model	Acinetobacter haemolyticus	0	6.25	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004091	ANT(3'')-IIc	2755	protein homolog model	Enterobacter cloacae	0	0.23	0	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004091	ANT(3'')-IIc	2755	protein homolog model	Acinetobacter baumannii	0	96.64	98.73	perfect_strict	aminoglycoside antibiotic; antibiotic inactivation
ARO:3004099	LpeA	2758	protein homolog model	Legionella pneumophila	0	14.17	4.3	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3004099	LpeA	2758	protein homolog model	Legionella pneumophila	0	14.03	4.3	perfect	antibiotic efflux; macrolide antibiotic
ARO:3004100	LpeB	2759	protein homolog model	Legionella pneumophila	0	14.03	4.3	perfect	antibiotic efflux; macrolide antibiotic
ARO:3004100	LpeB	2759	protein homolog model	Legionella pneumophila	0	14.31	16.13	perfect_strict	antibiotic efflux; macrolide antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Morganella morganii	0	2.38	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Salmonella enterica	0.24	0.04	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Escherichia coli	0.01	0.29	0.04	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Klebsiella pneumoniae	0	0.15	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Proteus mirabilis	0	0.86	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Shigella flexneri	0	0	3.03	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004103	QepA2	2771	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect_strict	antibiotic efflux; fluoroquinolone antibiotic
ARO:3004105	TMB-1	2773	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin
ARO:3004105	TMB-1	2773	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin
ARO:3004105	TMB-1	2773	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect	antibiotic inactivation; carbapenem; cephalosporin; cephamycin
ARO:3004105	TMB-1	2773	protein homolog model	Acinetobacter baumannii	0	0.04	0	perfect_strict	antibiotic inactivation; carbapenem; cephalosporin; cephamycin
ARO:3004107	Pseudomonas aeruginosa soxR	2775	protein homolog model	Pseudomonas aeruginosa	0	97.37	98.6	perfect_strict	acridine dye; antibiotic efflux; antibiotic target alteration; cephalosporin; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic; triclosan
ARO:3004107	Pseudomonas aeruginosa soxR	2775	protein homolog model	Pseudomonas aeruginosa	0	90.55	92.52	perfect	acridine dye; antibiotic efflux; antibiotic target alteration; cephalosporin; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic; triclosan
ARO:3004107	Pseudomonas aeruginosa soxR	2775	protein homolog model	Pseudomonas fluorescens	0	95.51	92.59	perfect_strict	acridine dye; antibiotic efflux; antibiotic target alteration; cephalosporin; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic; triclosan
ARO:3004107	Pseudomonas aeruginosa soxR	2775	protein homolog model	Pseudomonas fluorescens	0	83.02	3.7	perfect	acridine dye; antibiotic efflux; antibiotic target alteration; cephalosporin; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic; triclosan
ARO:3004107	Pseudomonas aeruginosa soxR	2775	protein homolog model	Pseudomonas putida	0	15	12.12	perfect_strict	acridine dye; antibiotic efflux; antibiotic target alteration; cephalosporin; fluoroquinolone antibiotic; glycylcycline; penam; phenicol antibiotic; rifamycin antibiotic; tetracycline antibiotic; triclosan
ARO:3004110	MCR-2	2778	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3004111	FosA6	2779	protein homolog model	Klebsiella oxytoca	0	6.54	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004111	FosA6	2779	protein homolog model	Escherichia coli	0	0.06	0.04	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004111	FosA6	2779	protein homolog model	Klebsiella pneumoniae	0.03	86.22	81.52	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004111	FosA6	2779	protein homolog model	Klebsiella aerogenes	0	10.12	18.52	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004111	FosA6	2779	protein homolog model	Enterococcus faecium	0	0.07	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004111	FosA6	2779	protein homolog model	Enterobacter cloacae	0	0.23	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Serratia marcescens	0	1.15	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Enterobacter hormaechei	0	0.48	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Citrobacter koseri	0	41.67	50	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Citrobacter freundii	0	3.1	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Enterobacter cloacae	0	0.9	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Klebsiella oxytoca	0	1.87	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Klebsiella aerogenes	0	2.98	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Klebsiella pneumoniae	0	0.17	0	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Escherichia coli	0.01	0.95	0.28	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Salmonella enterica	0	8.68	9.89	perfect_strict	antibiotic inactivation; fosfomycin
ARO:3004113	FosA7	2780	protein homolog model	Salmonella enterica	0	3.4	4.26	perfect	antibiotic inactivation; fosfomycin
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Acinetobacter baumannii	0	0.11	0	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Shigella flexneri	0	0.26	0	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Enterobacter cloacae	0	0.45	0	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Salmonella enterica	0	0.13	0	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Escherichia coli	0	0.03	0.04	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Klebsiella pneumoniae	0.07	98.9	98.55	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Klebsiella aerogenes	2.56	1.79	18.52	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004122	Klebsiella pneumoniae OmpK37	2785	protein homolog model	Klebsiella oxytoca	0	6.54	0	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004123	Burkholderia pseudomallei Omp38	2786	protein homolog model	Burkholderia pseudomallei	0	98.83	49.49	perfect_strict	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004123	Burkholderia pseudomallei Omp38	2786	protein homolog model	Burkholderia pseudomallei	0	39.34	28.28	perfect	carbapenem; cephalosporin; cephamycin; monobactam; penam; penem; reduced permeability to antibiotic
ARO:3004134	Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin	2794	rRNA gene variant model	Klebsiella pneumoniae	0	0.04	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004134	Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin	2794	rRNA gene variant model	Helicobacter pylori	0	22.41	10.56	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Salmonella enterica	0.12	0.02	0	perfect	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Salmonella enterica	0.12	0.02	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Escherichia coli	0.02	0.11	0	perfect	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Escherichia coli	0.03	0.13	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Klebsiella pneumoniae	0	0.04	0	perfect	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Klebsiella pneumoniae	0.1	0.08	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Citrobacter freundii	0	0.78	0	perfect_strict	antibiotic target alteration; peptide antibiotic
ARO:3004139	MCR-3	2795	protein homolog model	Enterobacter hormaechei	0	0.16	0	perfect	antibiotic target alteration; peptide antibiotic
ARO:3004142	OprZ	2796	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004142	OprZ	2796	protein homolog model	Achromobacter xylosoxidans	0	68.49	100	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004143	AxyX	2797	protein homolog model	Achromobacter xylosoxidans	0	68.49	100	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004143	AxyX	2797	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004145	AxyZ	2798	protein variant model	Achromobacter xylosoxidans	0	12.33	37.5	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; antibiotic target alteration; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004144	AxyY	2799	protein homolog model	Escherichia coli	0	0.01	0	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004144	AxyY	2799	protein homolog model	Achromobacter xylosoxidans	0	68.49	100	perfect_strict	aminoglycoside antibiotic; antibiotic efflux; cephalosporin; fluoroquinolone antibiotic; macrolide antibiotic
ARO:3004146	cfrC	2800	protein homolog model	Clostridium botulinum	0	5.23	8	perfect	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; streptogramin antibiotic
ARO:3004146	cfrC	2800	protein homolog model	Vibrio parahaemolyticus	0	0.08	0	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; streptogramin antibiotic
ARO:3004146	cfrC	2800	protein homolog model	Clostridium botulinum	0	68.6	80	perfect_strict	antibiotic target alteration; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; streptogramin antibiotic
ARO:3004131	Escherichia coli 23S rRNA with mutation conferring resistance to macrolide antibiotics	2802	rRNA gene variant model	Escherichia coli	0	0.06	0.08	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004131	Escherichia coli 23S rRNA with mutation conferring resistance to macrolide antibiotics	2802	rRNA gene variant model	Salmonella enterica	0	0.01	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004131	Escherichia coli 23S rRNA with mutation conferring resistance to macrolide antibiotics	2802	rRNA gene variant model	Klebsiella pneumoniae	0	0.04	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004153	Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid	2803	protein variant model	Mycobacterium tuberculosis	0	15.47	19.13	perfect_strict	antibiotic target alteration; para-aminosalicylic acid
ARO:3004157	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	2804	protein variant model	Mycobacterium tuberculosis	0	1.73	2.61	perfect_strict	antibiotic target alteration; para-aminosalicylic acid
ARO:3004149	Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin	2806	rRNA gene variant model	Escherichia coli	0	0	0.08	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004149	Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin	2806	rRNA gene variant model	Shigella sonnei	0	0.08	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004163	Mycobaccterium abscessus 23S rRNA with mutation conferring resistance to clarithromycin	2810	rRNA gene variant model	Clostridioides difficile	0	0.15	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004163	Mycobaccterium abscessus 23S rRNA with mutation conferring resistance to clarithromycin	2810	rRNA gene variant model	Mycobacteroides abscessus	0	99.75	100	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004164	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	2811	rRNA gene variant model	Escherichia coli	0	0.05	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004164	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	2811	rRNA gene variant model	Mycobacterium tuberculosis	0	48.91	100	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004165	Mycobacteroides chelonae 23S rRNA with mutation conferring resistance to clarithromycin	2812	rRNA gene variant model	Mycobacteroides abscessus	0	1.59	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004166	Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to clarithromycin	2813	rRNA gene variant model	Mycobacterium tuberculosis	0	0.02	0	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
ARO:3004173	Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	2819	rRNA gene variant model	Escherichia coli	0	0	0.08	perfect_strict	antibiotic target alteration; glycopeptide antibiotic; lincosamide antibiotic; macrolide antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic; streptogramin antibiotic
